age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25,9,2,5,0,0,1,0,0,1,112,4,999,0,1,-1.8,93.075,-47.1,1.466,5099.1,0
54,3,0,0,0,0,0,1,6,1,382,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
54,0,0,6,0,1,0,0,7,3,79,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
22,0,2,6,0,0,0,0,4,4,407,1,3,1,2,-1.7,94.055,-39.8,0.704,4991.6,1
35,0,2,6,0,1,0,0,1,2,789,1,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,0
32,7,0,3,0,0,0,0,6,2,97,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
43,10,1,3,0,1,0,1,6,2,285,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
31,0,2,3,0,1,0,0,1,2,144,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
36,1,1,0,0,0,0,1,4,2,97,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
33,7,1,1,0,1,0,1,6,2,148,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
35,9,1,5,0,0,0,0,1,4,199,5,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
37,7,1,2,0,1,0,0,6,2,158,3,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
36,0,1,5,0,1,1,0,6,0,89,1,999,0,1,-1.8,92.893,-46.2,1.259,5099.1,0
51,9,1,5,0,0,1,1,6,2,193,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39,1,1,5,0,1,0,0,3,2,55,15,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
27,1,2,2,0,1,0,1,6,0,168,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
52,5,1,6,0,1,0,1,7,2,188,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
46,9,1,3,0,1,0,0,7,1,171,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
47,9,0,3,0,1,0,0,3,2,828,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32,0,2,6,0,1,1,0,7,0,74,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
31,1,2,2,0,0,0,0,6,4,459,4,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
47,4,1,6,0,1,1,0,1,4,135,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
40,1,0,2,0,0,0,0,7,0,154,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
56,5,1,0,0,1,0,0,4,4,337,2,3,2,2,-1.7,94.055,-39.8,0.767,4991.6,1
33,4,2,6,0,1,0,0,4,4,442,2,999,3,0,-1.7,94.055,-39.8,0.739,4991.6,0
28,6,2,6,0,1,0,0,7,2,97,2,6,3,2,-1.1,94.767,-50.8,1.041,4963.6,0
39,4,1,6,0,1,0,1,4,1,157,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
57,7,1,5,0,1,0,0,1,4,160,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
60,6,1,2,0,0,0,0,1,3,17,13,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
46,6,1,6,0,1,0,0,1,2,148,2,999,0,1,-2.9,92.201,-31.4,0.829,5076.2,0
35,1,0,2,0,0,0,1,4,2,77,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
32,6,1,1,0,1,0,0,6,1,1121,3,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,0
35,0,2,3,0,1,0,0,1,0,105,1,999,0,1,-2.9,92.201,-31.4,0.869,5076.2,0
32,1,1,0,0,0,0,1,6,0,230,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
25,6,2,6,0,0,0,0,1,4,169,2,999,1,0,-2.9,92.201,-31.4,0.879,5076.2,0
29,9,2,3,0,1,0,0,1,0,164,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
26,0,2,6,0,0,0,1,6,2,217,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
35,0,0,3,0,1,1,0,3,1,615,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
24,2,2,6,0,1,0,0,3,3,808,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
49,0,2,6,0,0,0,0,6,3,132,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
32,9,1,6,0,1,0,1,3,4,196,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
42,0,1,6,0,1,0,0,1,3,193,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
35,0,1,6,0,0,0,0,6,2,322,3,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
57,10,1,6,0,1,1,0,7,0,79,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
57,1,1,0,0,1,0,0,3,1,76,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
46,4,1,6,0,0,0,0,3,1,87,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32,0,2,6,0,0,1,0,1,1,78,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
51,1,1,5,0,0,1,1,6,3,771,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
28,4,1,6,0,0,0,1,4,1,138,4,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
30,0,1,6,0,0,0,0,3,0,1164,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
37,7,0,2,0,1,0,0,3,4,122,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
30,4,2,6,0,0,1,1,6,4,95,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
46,0,1,6,0,1,0,1,4,0,193,7,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
35,6,1,6,0,0,0,0,7,0,8,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
60,5,0,3,0,1,0,0,3,0,55,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
30,7,1,3,0,1,0,0,7,2,174,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
48,1,1,0,0,0,0,1,4,1,254,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
44,4,0,6,0,1,0,1,4,1,96,8,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
30,7,1,3,0,1,0,0,3,1,559,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
48,1,1,2,0,0,1,0,6,0,56,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
50,9,1,6,0,1,0,1,6,0,162,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
29,9,2,5,0,0,0,0,1,0,245,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
41,9,2,3,0,1,0,1,1,4,9,13,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
28,7,1,3,0,1,1,0,3,4,177,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
36,1,1,0,0,0,0,1,4,4,357,4,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
35,0,1,3,0,1,1,0,4,3,444,1,999,1,0,-2.9,92.963,-40.8,1.262,5076.2,0
28,1,2,3,0,1,0,0,6,4,516,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
46,1,1,2,0,1,0,0,1,4,124,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
26,1,1,6,0,0,0,1,3,4,63,4,999,0,1,1.4,93.918,-42.7,4.956,5228.1,0
38,0,1,3,0,1,1,0,1,1,90,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39,7,2,3,0,0,0,0,7,2,148,4,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
53,5,1,3,0,1,0,0,3,0,99,7,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
37,4,2,2,0,0,0,0,8,2,137,1,999,0,1,-3.4,92.431,-26.9,0.741,5017.5,1
30,4,1,6,0,0,1,0,1,2,308,3,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
29,0,1,3,0,1,0,0,7,1,155,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
37,0,1,6,0,0,1,0,2,1,206,2,6,1,2,-3.0,92.713,-33.0,0.706,5023.5,1
51,9,1,5,0,1,0,1,6,4,113,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26,1,2,0,0,1,0,0,6,0,36,2,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
39,0,1,6,0,0,0,0,0,1,505,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
33,0,2,3,0,0,0,0,6,3,154,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
29,1,1,0,0,1,1,0,3,1,93,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
36,1,1,0,0,0,0,0,6,2,227,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
40,0,1,3,0,0,0,1,4,0,590,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
37,1,1,2,0,1,0,0,3,1,247,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
43,9,1,2,0,0,0,1,4,0,67,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
50,9,1,5,0,1,0,0,3,2,143,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
25,9,1,3,0,1,0,1,6,4,153,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
48,1,1,1,0,1,0,1,4,3,130,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
49,0,1,3,0,1,0,0,3,0,59,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
28,1,1,2,0,0,1,1,6,0,478,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,1,1,2,0,1,0,1,6,4,18,28,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
25,4,2,6,0,1,0,1,6,4,126,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,1,1,3,0,0,0,1,6,2,268,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
32,9,0,5,0,1,0,0,5,3,144,2,999,0,1,-1.8,92.843,-50.0,1.556,5099.1,1
32,9,2,5,0,1,0,0,1,3,71,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
42,0,1,3,0,1,0,1,6,1,248,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35,9,1,6,0,1,0,0,0,1,20,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
27,9,2,5,0,0,0,0,6,3,415,1,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
33,9,2,6,0,1,0,0,1,2,131,11,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
33,0,1,6,0,1,0,0,7,0,41,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
36,4,1,6,0,0,0,1,6,4,90,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
38,9,2,6,0,1,0,1,4,4,225,3,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
29,0,2,6,0,1,0,0,0,4,145,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
44,4,2,3,0,0,0,0,6,1,184,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
57,1,1,2,0,0,0,0,0,3,304,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
75,5,1,0,0,0,1,0,1,0,714,1,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,1
28,6,1,6,0,1,0,0,3,4,229,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
30,9,1,6,0,1,0,1,3,4,31,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
38,9,2,6,0,1,0,0,1,1,109,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
50,0,0,2,0,0,0,0,3,1,250,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29,4,2,6,0,0,0,0,1,3,189,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
38,4,2,6,0,0,0,0,3,4,76,17,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
55,4,1,6,0,0,0,0,1,1,106,6,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
44,1,2,0,0,1,0,1,6,2,113,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
43,0,1,3,0,1,0,0,3,2,1259,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
29,6,1,6,0,0,0,1,6,2,118,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
36,2,2,6,0,0,0,0,6,3,612,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
33,0,2,3,0,1,1,1,4,0,15,26,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39,2,0,0,0,1,1,0,3,4,1317,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
70,5,1,0,0,0,0,0,2,4,546,2,999,0,1,-3.0,92.713,-33.0,0.715,5023.5,1
36,1,1,2,0,0,1,0,7,1,131,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
34,9,1,6,0,0,0,1,4,3,20,8,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
24,9,2,5,0,0,1,0,6,0,23,8,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
32,9,1,5,0,1,0,0,4,1,108,1,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,0
39,0,1,3,0,0,1,0,6,2,105,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
37,7,0,1,0,0,0,1,6,3,175,5,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
32,2,2,5,0,0,0,1,4,1,20,20,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
36,2,2,6,0,1,1,0,6,3,347,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
35,0,1,6,0,1,0,0,7,4,114,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
60,5,1,6,0,0,0,0,1,4,332,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
48,10,1,1,0,1,0,0,3,2,267,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
32,9,2,5,0,1,0,0,1,3,128,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
37,7,1,2,0,0,0,0,3,0,126,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
31,1,1,0,0,0,0,0,7,2,37,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
42,9,0,3,0,0,0,0,1,4,113,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
51,0,1,6,0,1,0,0,1,2,212,1,999,0,1,-2.9,92.201,-31.4,0.829,5076.2,1
37,9,1,5,0,1,0,0,3,0,328,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
32,7,2,6,0,1,0,1,7,4,52,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
39,4,0,6,0,1,0,0,3,3,732,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
28,1,2,0,0,0,0,1,4,3,320,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
36,0,1,6,0,0,0,1,6,1,227,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
49,4,1,6,0,0,0,0,4,1,215,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
37,2,1,0,0,1,0,0,0,0,1130,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
35,1,1,0,0,1,0,1,6,0,185,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39,0,1,6,0,1,0,1,4,2,138,1,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
28,0,2,3,0,1,0,0,5,3,143,2,999,0,1,-1.8,92.843,-50.0,1.799,5099.1,1
43,7,1,3,0,1,0,1,0,4,690,7,999,0,1,-1.8,93.075,-47.1,1.445,5099.1,0
31,3,1,3,0,1,0,0,3,1,225,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
31,9,2,5,0,1,0,0,7,2,155,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
37,1,1,5,0,1,0,1,6,3,160,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
27,9,2,5,0,0,0,1,4,2,248,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
46,1,1,5,0,0,0,1,4,0,286,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
32,0,2,6,0,1,1,0,4,4,49,2,999,1,0,-2.9,92.963,-40.8,1.244,5076.2,0
33,9,2,5,0,1,0,0,1,0,436,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
32,9,2,6,0,1,0,0,1,2,76,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
48,0,2,3,0,1,1,1,3,0,214,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
47,7,1,2,0,1,0,0,0,2,561,3,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
39,0,0,3,0,0,0,0,3,3,858,6,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39,4,1,6,0,0,0,0,1,0,224,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
51,0,0,5,0,0,0,0,6,4,194,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
37,9,2,6,0,1,0,0,3,1,164,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
25,9,2,6,0,1,0,1,6,1,174,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
41,1,2,0,0,0,0,1,4,1,532,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
41,0,0,6,0,1,0,1,7,1,110,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
58,5,1,5,0,0,0,0,1,4,135,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
31,9,1,3,0,0,0,0,7,3,90,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
30,1,2,3,0,0,0,1,3,4,71,1,999,0,1,1.4,93.918,-42.7,4.956,5228.1,0
29,0,1,6,0,1,0,0,0,0,430,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
32,0,1,3,0,1,0,1,4,4,308,7,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
20,1,1,0,0,0,1,0,3,3,285,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39,0,1,6,0,1,0,0,1,2,90,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
38,9,2,6,0,1,0,1,6,4,566,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
33,1,1,0,0,1,0,1,3,3,102,1,999,0,1,1.4,93.918,-42.7,4.955,5228.1,0
29,10,1,0,0,0,0,1,2,2,805,1,999,0,1,-3.0,92.713,-33.0,0.714,5023.5,1
53,4,0,6,0,0,0,0,9,3,404,2,3,2,2,-1.1,94.199,-37.5,0.877,4963.6,1
57,2,1,3,0,0,0,0,7,2,199,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
35,0,2,3,0,1,0,0,0,2,352,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
38,9,1,6,0,1,1,0,3,4,150,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
49,0,1,3,0,0,0,0,1,0,151,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
26,9,2,5,0,0,0,0,3,2,588,3,999,2,0,-1.7,94.215,-40.3,0.899,4991.6,1
57,4,1,6,0,0,0,0,9,0,277,2,6,2,2,-1.1,94.199,-37.5,0.883,4963.6,1
46,4,0,3,0,0,0,0,7,4,499,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
22,10,2,6,0,0,1,1,8,1,34,2,999,0,1,-1.1,94.601,-49.5,0.977,4963.6,0
36,0,1,6,0,1,0,0,3,4,570,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
37,1,1,3,0,1,0,1,4,3,171,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
45,7,1,3,0,0,0,0,3,2,77,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
40,1,1,3,0,1,0,0,7,0,144,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
65,5,2,6,0,0,0,0,7,2,253,1,999,2,0,-3.4,92.649,-30.1,0.714,5017.5,1
37,1,1,5,0,0,0,1,6,3,318,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
27,9,2,5,0,1,0,1,6,0,27,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
44,9,1,5,0,0,0,0,6,1,13,6,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
24,7,2,3,0,0,0,0,6,0,576,4,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,1
35,1,1,0,0,0,1,0,6,1,285,2,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
43,1,1,2,0,0,0,0,7,2,72,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
30,9,0,5,0,0,0,0,3,4,180,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39,3,1,0,0,0,1,1,6,0,74,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,3,2,6,0,0,0,1,6,0,62,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
33,0,2,3,0,0,0,0,0,2,380,3,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
56,0,1,6,0,1,0,0,6,3,1925,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
35,1,1,2,0,1,0,0,7,4,299,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
50,7,1,3,0,1,0,0,1,4,737,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
36,1,2,3,0,1,1,0,4,4,342,2,3,1,2,-1.7,94.055,-39.8,0.739,4991.6,1
49,0,0,1,0,0,0,0,7,3,295,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
32,7,2,6,0,1,0,0,8,0,375,2,999,2,0,-1.1,94.601,-49.5,0.972,4963.6,0
33,6,2,6,0,1,0,1,6,2,67,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
36,9,1,5,0,1,0,0,6,0,157,4,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
37,9,2,3,0,1,0,1,0,2,201,1,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,0
32,6,1,5,0,0,0,1,4,3,129,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
38,3,0,3,0,1,1,0,7,2,360,1,999,0,1,-1.1,94.767,-50.8,1.031,4963.6,0
36,9,0,5,0,1,0,0,6,1,341,7,999,0,1,-1.8,93.876,-40.0,0.697,5008.7,0
44,1,1,5,0,0,0,1,4,1,63,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
24,7,2,3,0,1,1,1,4,1,183,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
54,1,1,2,0,1,0,0,1,0,129,5,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
29,4,1,6,0,1,0,0,3,2,196,4,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
54,1,1,0,0,1,0,0,0,2,743,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
38,1,0,3,0,1,0,0,3,1,91,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
29,9,2,5,0,0,1,0,3,3,178,2,15,2,0,-1.7,94.215,-40.3,0.876,4991.6,1
50,4,1,6,0,1,0,0,1,1,308,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
46,4,1,6,0,0,0,1,6,3,407,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,0,0,6,0,1,0,0,7,2,505,1,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
31,6,1,6,0,1,0,0,0,1,291,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
56,0,2,6,0,1,0,0,5,4,382,1,999,1,0,-1.8,93.369,-34.8,0.634,5008.7,0
61,1,1,0,0,0,0,0,6,4,62,1,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,0
29,1,1,2,0,1,0,0,6,0,164,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
32,0,1,6,0,1,1,0,5,1,78,3,999,0,1,-1.8,92.843,-50.0,1.52,5099.1,0
35,2,1,6,0,1,0,0,6,4,57,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
36,9,1,5,0,0,1,1,4,2,247,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
62,1,1,0,0,0,0,0,7,1,123,1,999,1,0,-3.4,92.649,-30.1,0.719,5017.5,0
23,7,2,2,0,1,0,0,6,2,64,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
58,1,1,5,0,0,0,1,4,0,15,12,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
36,0,2,6,0,0,0,0,5,1,409,1,999,0,1,-1.8,93.369,-34.8,0.652,5008.7,1
35,7,1,3,0,1,0,1,4,0,582,11,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
32,7,1,5,0,1,0,0,6,3,146,3,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
45,9,2,6,0,0,0,0,6,3,146,2,999,1,0,-1.8,93.876,-40.0,0.697,5008.7,1
48,0,0,6,0,1,0,1,6,4,51,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
39,1,0,2,0,1,0,0,6,0,191,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
38,2,1,6,0,1,0,1,3,4,83,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
37,9,1,6,0,1,0,0,6,1,288,1,3,1,2,-1.8,92.893,-46.2,1.264,5099.1,1
32,1,2,1,0,1,0,0,3,4,46,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
33,0,0,3,0,0,0,1,6,3,190,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
50,6,1,2,0,1,0,0,1,2,219,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
36,0,1,6,0,1,0,1,6,1,127,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,0,1,6,0,1,0,0,1,4,270,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
38,0,2,2,0,0,0,1,6,0,387,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
47,9,1,6,0,0,0,0,1,4,1642,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
57,0,1,6,0,0,0,0,3,1,230,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
32,1,0,0,0,0,0,0,6,1,827,2,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
36,0,2,3,0,1,0,0,6,3,67,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
30,0,1,3,0,0,0,1,4,2,66,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,3,0,1,0,0,6,0,80,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
44,0,2,3,0,1,0,1,1,3,27,1,999,0,1,-1.7,94.027,-38.3,0.886,4991.6,0
20,0,2,3,0,0,0,0,3,4,208,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
45,1,1,5,0,1,0,0,1,2,105,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
53,2,0,6,0,1,0,0,3,4,97,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
28,9,1,5,0,1,0,0,6,4,10,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
