age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48,0,0,0,0,1,0,0,6,1,227,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
33,0,0,2,0,0,0,1,6,0,93,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,0,2,3,0,0,0,0,7,2,470,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
38,0,1,3,0,0,0,1,4,3,147,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
27,1,1,1,0,1,0,0,3,2,209,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
35,0,2,6,0,0,0,0,1,3,199,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
41,7,1,3,0,1,0,0,6,4,67,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
36,7,1,3,0,0,0,1,6,0,77,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,2,1,6,0,0,0,0,7,3,73,3,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
36,10,2,3,0,1,0,0,3,4,148,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
34,1,1,2,0,1,1,1,6,4,71,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
42,4,1,6,0,1,0,0,6,1,306,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
30,9,2,5,0,1,0,0,1,0,445,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
36,9,1,6,0,1,1,1,6,3,232,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
26,8,2,2,0,0,0,1,1,4,449,1,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,1
44,10,1,3,0,1,0,0,1,2,146,1,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,0
25,0,2,6,0,0,1,1,7,3,5,1,999,0,1,-0.1,93.2,-42.0,4.7,5195.8,0
47,9,0,6,0,0,0,0,0,0,53,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
22,8,2,3,0,0,0,0,6,0,312,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
30,0,1,6,0,0,0,0,3,0,84,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,0,2,6,0,1,0,0,6,1,103,2,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
28,7,2,3,0,0,0,1,6,0,145,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,0,1,6,0,1,0,0,1,0,511,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
48,0,0,2,0,1,0,1,6,0,274,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
40,1,1,2,0,1,0,1,4,1,154,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
36,2,1,6,0,1,1,1,4,4,135,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
31,1,1,2,0,1,0,1,3,2,364,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
24,7,1,5,0,1,0,1,6,1,153,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
31,0,1,6,0,0,0,0,6,3,176,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
33,7,1,0,0,0,0,1,6,2,402,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
42,7,1,3,0,0,0,0,6,4,185,4,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
57,4,2,2,0,0,0,1,4,0,229,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
31,4,1,6,0,1,1,0,1,3,199,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,9,2,5,0,1,0,0,1,1,44,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
34,2,1,0,0,1,0,1,6,4,474,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
45,7,1,3,0,1,1,0,6,2,141,3,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
30,0,1,6,0,0,0,0,3,0,483,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
31,0,1,6,0,1,0,0,1,0,258,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
32,1,1,2,0,1,1,0,6,4,110,4,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
54,9,1,5,0,1,0,0,0,4,138,2,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,1
60,0,1,5,0,0,0,0,1,3,66,1,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,0
35,0,2,6,0,1,0,0,3,1,167,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
56,5,1,0,0,0,0,0,2,2,582,4,999,0,1,-3.0,92.7,-33.0,0.7,5023.5,1
33,0,1,5,0,1,0,0,1,0,130,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
47,4,1,6,0,1,1,0,1,1,57,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
25,9,2,5,0,0,1,0,0,1,112,4,999,0,1,-1.8,93.1,-47.1,1.5,5099.1,0
54,3,0,0,0,0,0,1,6,1,382,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
43,10,1,3,0,1,0,1,6,2,285,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
31,0,2,3,0,1,0,0,1,2,144,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
36,1,1,0,0,0,0,1,4,2,97,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
33,7,1,1,0,1,0,1,6,2,148,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,9,1,5,0,0,0,0,1,4,199,5,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,7,1,2,0,1,0,0,6,2,158,3,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
36,0,1,5,0,1,1,0,6,0,89,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
51,9,1,5,0,0,1,1,6,2,193,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
27,1,2,2,0,1,0,1,6,0,168,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
52,5,1,6,0,1,0,1,7,2,188,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
32,0,2,6,0,1,1,0,7,0,74,1,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
31,1,2,2,0,0,0,0,6,4,459,4,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
47,4,1,6,0,1,1,0,1,4,135,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
40,1,0,2,0,0,0,0,7,0,154,1,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
39,4,1,6,0,1,0,1,4,1,157,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
57,7,1,5,0,1,0,0,1,4,160,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
46,6,1,6,0,1,0,0,1,2,148,2,999,0,1,-2.9,92.2,-31.4,0.8,5076.2,0
35,1,0,2,0,0,0,1,4,2,77,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
35,0,2,3,0,1,0,0,1,0,105,1,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,0
32,1,1,0,0,0,0,1,6,0,230,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
29,9,2,3,0,1,0,0,1,0,164,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
26,0,2,6,0,0,0,1,6,2,217,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
35,0,0,3,0,1,1,0,3,1,615,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,9,1,6,0,1,0,1,3,4,196,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
42,0,1,6,0,1,0,0,1,3,193,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
35,0,1,6,0,0,0,0,6,2,322,3,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
57,1,1,0,0,1,0,0,3,1,76,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
46,4,1,6,0,0,0,0,3,1,87,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,0,2,6,0,0,1,0,1,1,78,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
28,4,1,6,0,0,0,1,4,1,138,4,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
37,7,0,2,0,1,0,0,3,4,122,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,4,2,6,0,0,1,1,6,4,95,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,6,1,6,0,0,0,0,7,0,8,3,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
60,5,0,3,0,1,0,0,3,0,55,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,7,1,3,0,1,0,0,7,2,174,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
48,1,1,0,0,0,0,1,4,1,254,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
30,7,1,3,0,1,0,0,3,1,559,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
50,9,1,6,0,1,0,1,6,0,162,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
29,9,2,5,0,0,0,0,1,0,245,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
28,7,1,3,0,1,1,0,3,4,177,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
36,1,1,0,0,0,0,1,4,4,357,4,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
28,1,2,3,0,1,0,0,6,4,516,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,1
46,1,1,2,0,1,0,0,1,4,124,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
26,1,1,6,0,0,0,1,3,4,63,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,0,1,3,0,1,1,0,1,1,90,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
39,7,2,3,0,0,0,0,7,2,148,4,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
37,4,2,2,0,0,0,0,8,2,137,1,999,0,1,-3.4,92.4,-26.9,0.7,5017.5,1
30,4,1,6,0,0,1,0,1,2,308,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
29,0,1,3,0,1,0,0,7,1,155,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
51,9,1,5,0,1,0,1,6,4,113,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
26,1,2,0,0,1,0,0,6,0,36,2,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
39,0,1,6,0,0,0,0,0,1,505,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
33,0,2,3,0,0,0,0,6,3,154,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
29,1,1,0,0,1,1,0,3,1,93,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
36,1,1,0,0,0,0,0,6,2,227,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
40,0,1,3,0,0,0,1,4,0,590,4,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
37,1,1,2,0,1,0,0,3,1,247,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
43,9,1,2,0,0,0,1,4,0,67,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
50,9,1,5,0,1,0,0,3,2,143,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
25,9,1,3,0,1,0,1,6,4,153,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
48,1,1,1,0,1,0,1,4,3,130,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
49,0,1,3,0,1,0,0,3,0,59,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
28,1,1,2,0,0,1,1,6,0,478,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
25,4,2,6,0,1,0,1,6,4,126,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,1,1,3,0,0,0,1,6,2,268,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
32,9,0,5,0,1,0,0,5,3,144,2,999,0,1,-1.8,92.8,-50.0,1.6,5099.1,1
32,9,2,5,0,1,0,0,1,3,71,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
42,0,1,3,0,1,0,1,6,1,248,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
35,9,1,6,0,1,0,0,0,1,20,4,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
33,0,1,6,0,1,0,0,7,0,41,4,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
36,4,1,6,0,0,0,1,6,4,90,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
38,9,2,6,0,1,0,1,4,4,225,3,999,0,1,-2.9,93.0,-40.8,1.3,5076.2,0
29,0,2,6,0,1,0,0,0,4,145,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,1
44,4,2,3,0,0,0,0,6,1,184,1,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
57,1,1,2,0,0,0,0,0,3,304,1,999,0,1,-1.8,93.1,-47.1,1.5,5099.1,0
28,6,1,6,0,1,0,0,3,4,229,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
30,9,1,6,0,1,0,1,3,4,31,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,9,2,6,0,1,0,0,1,1,109,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
50,0,0,2,0,0,0,0,3,1,250,5,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
29,4,2,6,0,0,0,0,1,3,189,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
55,4,1,6,0,0,0,0,1,1,106,6,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
44,1,2,0,0,1,0,1,6,2,113,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
29,6,1,6,0,0,0,1,6,2,118,3,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,2,2,6,0,0,0,0,6,3,612,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,1
36,1,1,2,0,0,1,0,7,1,131,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
32,9,1,5,0,1,0,0,4,1,108,1,999,0,1,-2.9,93.0,-40.8,1.3,5076.2,0
39,0,1,3,0,0,1,0,6,2,105,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
36,2,2,6,0,1,1,0,6,3,347,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
35,0,1,6,0,1,0,0,7,4,114,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
60,5,1,6,0,0,0,0,1,4,332,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
48,10,1,1,0,1,0,0,3,2,267,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,9,2,5,0,1,0,0,1,3,128,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,7,1,2,0,0,0,0,3,0,126,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
31,1,1,0,0,0,0,0,7,2,37,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
42,9,0,3,0,0,0,0,1,4,113,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
51,0,1,6,0,1,0,0,1,2,212,1,999,0,1,-2.9,92.2,-31.4,0.8,5076.2,1
37,9,1,5,0,1,0,0,3,0,328,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,7,2,6,0,1,0,1,7,4,52,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
28,1,2,0,0,0,0,1,4,3,320,1,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
36,0,1,6,0,0,0,1,6,1,227,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
49,4,1,6,0,0,0,0,4,1,215,2,999,0,1,-2.9,93.0,-40.8,1.3,5076.2,1
35,1,1,0,0,1,0,1,6,0,185,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
39,0,1,6,0,1,0,1,4,2,138,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
28,0,2,3,0,1,0,0,5,3,143,2,999,0,1,-1.8,92.8,-50.0,1.8,5099.1,1
31,3,1,3,0,1,0,0,3,1,225,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
31,9,2,5,0,1,0,0,7,2,155,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
37,1,1,5,0,1,0,1,6,3,160,6,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
27,9,2,5,0,0,0,1,4,2,248,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
46,1,1,5,0,0,0,1,4,0,286,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
33,9,2,5,0,1,0,0,1,0,436,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
32,9,2,6,0,1,0,0,1,2,76,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
48,0,2,3,0,1,1,1,3,0,214,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
47,7,1,2,0,1,0,0,0,2,561,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
39,4,1,6,0,0,0,0,1,0,224,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
37,9,2,6,0,1,0,0,3,1,164,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
25,9,2,6,0,1,0,1,6,1,174,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
41,1,2,0,0,0,0,1,4,1,532,2,999,0,1,1.4,94.5,-41.8,4.9,5228.1,0
41,0,0,6,0,1,0,1,7,1,110,2,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
31,9,1,3,0,0,0,0,7,3,90,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
30,1,2,3,0,0,0,1,3,4,71,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
29,0,1,6,0,1,0,0,0,0,430,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
20,1,1,0,0,0,1,0,3,3,285,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
39,0,1,6,0,1,0,0,1,2,90,2,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
38,9,2,6,0,1,0,1,6,4,566,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
33,1,1,0,0,1,0,1,3,3,102,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
57,2,1,3,0,0,0,0,7,2,199,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
35,0,2,3,0,1,0,0,0,2,352,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
38,9,1,6,0,1,1,0,3,4,150,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
49,0,1,3,0,0,0,0,1,0,151,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
46,4,0,3,0,0,0,0,7,4,499,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
22,10,2,6,0,0,1,1,8,1,34,2,999,0,1,-1.1,94.6,-49.5,1.0,4963.6,0
36,0,1,6,0,1,0,0,3,4,570,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,1
37,1,1,3,0,1,0,1,4,3,171,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
45,7,1,3,0,0,0,0,3,2,77,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
40,1,1,3,0,1,0,0,7,0,144,1,999,0,1,-0.1,93.2,-42.0,4.0,5195.8,0
37,1,1,5,0,0,0,1,6,3,318,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
27,9,2,5,0,1,0,1,6,0,27,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
43,1,1,2,0,0,0,0,7,2,72,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
30,9,0,5,0,0,0,0,3,4,180,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
39,3,1,0,0,0,1,1,6,0,74,4,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
34,3,2,6,0,0,0,1,6,0,62,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
33,0,2,3,0,0,0,0,0,2,380,3,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,1
35,1,1,2,0,1,0,0,7,4,299,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
49,0,0,1,0,0,0,0,7,3,295,2,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
33,6,2,6,0,1,0,1,6,2,67,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,9,1,5,0,1,0,0,6,0,157,4,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
37,9,2,3,0,1,0,1,0,2,201,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
32,6,1,5,0,0,0,1,4,3,129,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
38,3,0,3,0,1,1,0,7,2,360,1,999,0,1,-1.1,94.8,-50.8,1.0,4963.6,0
44,1,1,5,0,0,0,1,4,1,63,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
24,7,2,3,0,1,1,1,4,1,183,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
54,1,1,2,0,1,0,0,1,0,129,5,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
29,4,1,6,0,1,0,0,3,2,196,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
38,1,0,3,0,1,0,0,3,1,91,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
50,4,1,6,0,1,0,0,1,1,308,4,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
46,4,1,6,0,0,0,1,6,3,407,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
31,6,1,6,0,1,0,0,0,1,291,1,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,0
61,1,1,0,0,0,0,0,6,4,62,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
29,1,1,2,0,1,0,0,6,0,164,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
32,0,1,6,0,1,1,0,5,1,78,3,999,0,1,-1.8,92.8,-50.0,1.5,5099.1,0
35,2,1,6,0,1,0,0,6,4,57,5,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
36,9,1,5,0,0,1,1,4,2,247,2,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
36,0,2,6,0,0,0,0,5,1,409,1,999,0,1,-1.8,93.4,-34.8,0.7,5008.7,1
48,0,0,6,0,1,0,1,6,4,51,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
39,1,0,2,0,1,0,0,6,0,191,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
38,2,1,6,0,1,0,1,3,4,83,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
32,1,2,1,0,1,0,0,3,4,46,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
33,0,0,3,0,0,0,1,6,3,190,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
36,0,1,6,0,1,0,1,6,1,127,2,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
34,0,1,6,0,1,0,0,1,4,270,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
38,0,2,2,0,0,0,1,6,0,387,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
57,0,1,6,0,0,0,0,3,1,230,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
36,0,2,3,0,1,0,0,6,3,67,2,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
30,0,1,3,0,0,0,1,4,2,66,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
44,0,2,3,0,1,0,1,1,3,27,1,999,0,1,-1.7,94.0,-38.3,0.9,4991.6,0
20,0,2,3,0,0,0,0,3,4,208,4,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
45,1,1,5,0,1,0,0,1,2,105,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
53,2,0,6,0,1,0,0,3,4,97,5,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
28,9,1,5,0,1,0,0,6,4,10,5,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
29,0,2,3,0,1,0,0,7,2,87,2,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
25,0,2,3,0,0,0,0,3,2,449,2,999,0,1,-1.7,94.2,-40.3,0.8,4991.6,1
61,0,1,6,0,1,1,0,0,2,266,5,999,0,1,-1.8,93.1,-47.1,1.4,5099.1,1
27,1,2,2,0,1,0,0,3,2,402,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
36,10,0,3,0,0,1,0,7,1,57,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
65,3,1,0,0,0,0,0,4,1,145,2,999,0,1,-2.9,93.0,-40.8,1.3,5076.2,0
39,4,1,6,0,0,0,0,7,3,368,1,999,0,1,-0.1,93.2,-42.0,4.2,5195.8,0
30,6,1,6,0,0,0,0,3,2,573,6,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
36,1,1,1,0,0,0,0,3,3,164,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
18,8,2,3,0,1,1,0,5,3,103,1,999,0,1,-1.8,92.8,-50.0,1.7,5099.1,0
34,0,1,6,0,1,0,1,4,4,102,4,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
36,1,1,2,0,0,0,1,3,2,414,1,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
40,0,1,3,0,0,0,1,4,2,97,1,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
42,4,0,6,0,0,0,0,6,1,359,5,999,0,1,-1.8,92.9,-46.2,1.2,5099.1,0
32,10,1,3,0,1,0,0,7,2,640,1,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
44,0,1,3,0,0,0,0,1,1,126,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
47,9,1,5,0,0,0,1,3,4,348,3,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
49,7,1,1,0,0,1,0,0,0,383,1,999,0,1,-1.8,93.1,-47.1,1.5,5099.1,0
28,1,1,2,0,0,1,0,3,1,165,2,999,0,1,1.4,93.9,-42.7,5.0,5228.1,0
31,7,1,3,0,0,0,0,7,2,283,5,999,0,1,-0.1,93.2,-42.0,4.1,5195.8,0
33,0,0,6,0,1,0,1,6,4,47,1,999,0,1,-1.8,92.9,-46.2,1.3,5099.1,0
48,0,1,3,0,1,0,1,6,3,116,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
51,7,1,2,0,1,0,1,4,0,250,3,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
40,0,1,3,0,0,0,0,1,2,477,2,999,0,1,-2.9,92.2,-31.4,0.9,5076.2,1
24,7,2,3,0,0,0,1,6,4,111,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
28,0,2,6,0,1,0,1,6,0,250,1,999,0,1,1.1,94.0,-36.4,4.9,5191.0,0
40,2,1,2,0,1,0,1,4,0,156,3,999,0,1,1.4,94.5,-41.8,5.0,5228.1,0
53,9,1,3,0,1,0,0,1,4,329,1,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
31,0,2,6,0,0,0,0,1,2,116,3,999,0,1,1.4,93.4,-36.1,5.0,5228.1,0
